t,R_top,R_bot,c_bot_3,c_top_3,kappa_bot_1,kappa_bot_2,kappa_bot_3,Qd_bot,Qd_top,Vd_1,Vd_2,Vd_3
0,0,0,1,0,48.18325,50.06768,48.23934,8.34,1.67,20,20,10
1,0,0,0.78355325,1.19145,41.20181,48.36732,46.81014,8.34,1.67,20,20,10
2,0,0,0.820458833,0.9883,38.98307,45.07243,45.41085,8.34,1.67,20,20,10
3,0,0,0.672838317,1.80089,37.07087,43.16846,44.08255,8.34,1.67,20,20,10
4,0,0,0.525219617,2.61347,37.64331,43.36299,43.22478,8.34,1.67,20,20,10
5,0,0,0.414504683,3.22291,35.73619,41.2785,42.81385,8.34,1.67,20,20,10
6,0,0,0.3775991,3.42606,36.97691,42.56504,42.59218,8.34,1.67,20,20,10
7,0,0,0.340695333,3.6292,37.92503,42.98726,42.99838,8.34,1.67,20,20,10
8,0,0,0.266884167,4.0355,37.33542,43.55514,42.93789,8.34,1.67,20,20,10
9,0,0,0.266884167,4.0355,38.82568,42.6059,43.21643,8.34,1.67,20,20,10
10,0,0,0.266884167,4.0355,37.7594,42.80408,43.53697,8.34,1.67,20,20,10
11,0,0,0.2299804,4.23864,38.4411,42.95837,43.45407,8.34,1.67,20,20,10
12,0,0,0.2299804,4.23864,39.24311,42.99799,43.94542,8.34,1.67,20,20,10
13,0,0,0.2299804,4.23864,36.01232,42.18056,43.89785,8.34,1.67,20,20,10
14,0,0,0.2299804,4.23864,38.12502,43.72432,44.06269,8.34,1.67,20,20,10
15,0,0,0.2299804,4.23864,36.44374,43.39042,43.86664,8.34,1.67,20,20,10
16,0,0,0.2299804,4.23864,39.22138,43.29753,43.96833,8.34,1.67,20,20,10
17,0,0,0.266884167,4.0355,36.82528,42.88777,43.96326,8.34,1.67,20,20,10
18,0,0,0.2299804,4.23864,40.56599,41.50959,44.06528,8.34,1.67,20,20,10
19,0,0,0.2299804,4.23864,37.29936,43.95812,43.97753,8.34,1.67,20,20,10
20,0,0,0.2299804,4.23864,35.92033,42.77085,44.11353,8.34,1.67,20,20,10
21,0,0,0.266884167,4.0355,40.17932,42.98388,44.26505,8.34,1.67,20,20,10
22,0,0,0.2299804,4.23864,39.07985,42.86904,44.48435,8.34,1.67,20,20,10
23,0,0,0.2299804,4.23864,36.04601,43.07225,44.24948,8.34,1.67,20,20,10
24,0,0,0.2299804,4.23864,38.84701,40.84883,44.43407,8.34,1.67,20,20,10
25,0,0,0.266884167,4.0355,36.46513,41.71828,44.08261,8.34,1.67,20,20,10
26,0,0,0.266884167,4.0355,37.69439,39.67481,44.01941,8.34,1.67,20,20,10
27,0,0,0.266884167,4.0355,35.54681,43.71845,44.01201,8.34,1.67,20,20,10
28,0,0,0.266884167,4.0355,36.42941,43.29702,43.94316,8.34,1.67,20,20,10
29,0,0,0.2299804,4.23864,35.824,43.49859,43.95005,8.34,1.67,20,20,10
30,0,0,0.2299804,4.23864,37.53322,42.26979,43.79757,8.34,1.67,20,20,10
31,0,0,0.193074817,4.44179,36.71569,42.709,43.78374,8.34,1.67,20,20,10
32,0,0,0.193074817,4.44179,37.74879,40.92117,43.63556,8.34,1.67,20,20,10
33,0,0,0.2299804,4.23864,35.83935,42.04925,43.44002,8.34,1.67,20,20,10
34,0,0,0.2299804,4.23864,36.61777,40.89634,43.53172,8.34,1.67,20,20,10
35,0,0,0.2299804,4.23864,37.29411,41.49289,43.33099,8.34,1.67,20,20,10
36,0,0,0.2299804,4.23864,36.85953,41.85806,43.35339,8.34,1.67,20,20,10
37,0,0,0.193074817,4.44179,39.23402,42.36719,43.50441,8.34,1.67,20,20,10
38,0,0,0.2299804,4.23864,40.26284,42.17238,43.33274,8.34,1.67,20,20,10
39,0,0,0.2299804,4.23864,37.5712,41.55282,43.30148,8.34,1.67,20,20,10
40,0,0,0.2299804,4.23864,35.98986,42.33982,43.16965,8.34,1.67,20,20,10
41,0,0,0.2299804,4.23864,36.23517,41.39814,43.14606,8.34,1.67,20,20,10
42,0,0,0.2299804,4.23864,38.08123,41.19656,43.04308,8.34,1.67,20,20,10
43,0,0,0.2299804,4.23864,39.06309,43.54013,43.4934,8.34,1.67,20,20,10
44,0,0,0.2299804,4.23864,38.07592,42.93692,43.33285,8.34,1.67,20,20,10
45,0,0,0.193074817,4.44179,38.67461,42.9086,43.59283,8.34,1.67,20,20,10
46,0,0,0.2299804,4.23864,39.30704,42.02572,43.32822,8.34,1.67,20,20,10
47,0,0,0.2299804,4.23864,35.21758,42.65448,43.07936,8.34,1.67,20,20,10
48,0,0,0.2299804,4.23864,37.97593,41.45096,43.19657,8.34,1.67,20,20,10
49,0,0,0.266884167,4.0355,35.29275,42.12526,42.95651,8.34,1.67,20,20,10
50,0,0,0.266884167,4.0355,35.68862,42.76249,43.22733,8.34,1.67,20,20,10
51,0,0,0.266884167,4.0355,36.94661,42.10664,43.17343,8.34,1.67,20,20,10
52,0,0,0.2299804,4.23864,38.48754,41.99129,43.37958,8.34,1.67,20,20,10
53,0,0,0.266884167,4.0355,35.97727,42.74274,42.94104,8.34,1.67,20,20,10
54,0,0,0.266884167,4.0355,37.98479,41.97442,42.88162,8.34,1.67,20,20,10
55,0,0,0.266884167,4.0355,38.10736,41.89745,42.80177,8.34,1.67,20,20,10
56,0,0,0.266884167,4.0355,38.13647,41.98193,42.79161,8.34,1.67,20,20,10
57,0,0,0.266884167,4.0355,36.76162,41.89288,42.74788,8.34,1.67,20,20,10
58,0,0,0.2299804,4.23864,36.915,42.17611,42.80826,8.34,1.67,20,20,10
59,0,0,0.266884167,4.0355,36.68228,41.39278,42.09045,8.34,1.67,20,20,10
60,0,0,0.266884167,4.0355,36.81664,42.37808,43.04104,8.34,1.67,20,20,10
